City,last_updated,Measure Display,parent_metro_region,Period Begin,Period End,Property Type,Region,Region Type,Seasonally Adjusted,State,State Code,Table Id,Worksheet Filter,active_listings,active_listings_mom,active_listings_yoy,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Number of Records,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region_metro_code,pending_sales,pending_sales_mom,pending_sales_yoy,Period Duration,Price Drops,Price Drops Mom,Price Drops Yoy,property_type_id,region_type_id,Sold Above List,Sold Above List Mom,Sold Above List Yoy
San Francisco,4/5/2020 14:45,,"San Francisco, CA",8/1/2018,10/31/2018,All Residential,"San Francisco, CA - Candlestick Point State Recreation Area",Neighborhood,FALSE,California,CA,115516,Value,20,0.666666667,0.666666667,1.039054979,-1.10%,3.10%,7,-22.20%,-12.50%,10,100.00%,150.00%,36,0,-51.5,708.5714286,-0.035489728,0.149236987,"799,000",-0.024420024,0.176834477,726.1979896,0.003968721,0.322268016,$815K,1.90%,2.80%,,,,17,70.00%,112.50%,1,0.25,0.25,0,"41,884",4,1,0,90,,,,-1,1,0.857142857,-0.031746032,0.607142857
San Francisco,4/5/2020 14:45,,"San Francisco, CA",10/1/2018,12/31/2018,All Residential,"San Francisco, CA - Eureka Valley",Neighborhood,FALSE,California,CA,114824,Value,30,-0.142857143,-0.117647059,1.10608684,1.20%,1.30%,27,12.50%,-6.90%,3,-66.70%,0.00%,18.5,0,3.5,"1,109.55",0.043723071,0.196703474,"1,472,500",-0.079629977,-0.179665738,"1,176.67",0.004776183,0.068076432,"$1,850K",2.10%,12.50%,,,,18,-48.60%,-14.30%,1,0,-0.4,-0.230769231,"41,884",4,-0.2,-0.692307692,90,,,,-1,1,0.666666667,0,-0.057471264
San Francisco,4/5/2020 14:45,,"San Francisco, CA",11/1/2018,1/31/2019,All Residential,"San Francisco, CA - Telegraph Hill",Neighborhood,FALSE,California,CA,2700,Value,22,-0.153846154,0.375,1.010709976,-1.30%,1.20%,8,-38.50%,-27.30%,9,-10.00%,80.00%,49.5,3,-3.5,"1,311.36",0.196284664,0.152404728,"2,198,000",0.132989691,0.675943576,915.1223976,-0.052085716,-0.059239305,"$1,349K",-12.40%,9.70%,,,,11,-35.30%,10.00%,1,0,-0.166666667,0,"41,884",3,-0.5,0.5,90,,,,-1,1,0.125,-0.105769231,-0.056818182
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2018,2/28/2019,All Residential,"San Francisco, CA - Tenderloin",Neighborhood,FALSE,California,CA,2702,Value,6,0,0.5,0.946524588,-4.40%,-13.30%,2,-66.70%,0.00%,3,,0.00%,474.5,429.5,390,"1,055.77",,-0.116318705,"579,000",-0.17167382,0.074211503,"1,034.49",-0.039399093,0.1256701,"$2,061K",231.10%,185.30%,,,,3,200.00%,0.00%,1,,,,"41,884",,,,90,,,,-1,1,0,-0.333333333,-0.5
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2018,2/28/2019,All Residential,"San Francisco, CA - Sunnyside",Neighborhood,FALSE,California,CA,2647,Value,22,-0.153846154,1,1.128959854,0.40%,-11.80%,13,-48.00%,18.20%,5,-37.50%,0.00%,14,-7,0,909.9190283,0.019925252,0.096641137,"1,099,000",-0.084166667,-0.13702395,"1,035.71",0.076490439,0.047532602,"$1,450K",11.50%,-4.60%,,,,15,15.40%,50.00%,1,0.714285714,-0.285714286,-0.285714286,"41,884",7,0.75,2.5,90,,,,-1,1,0.769230769,0.009230769,-0.13986014
San Francisco,4/5/2020 14:45,,"San Francisco, CA",2/1/2019,4/30/2019,All Residential,"San Francisco, CA - Duboce Triangle",Neighborhood,FALSE,California,CA,773,Value,16,0.454545455,-0.157894737,1.175219465,-5.60%,7.30%,7,75.00%,-36.40%,1,-66.70%,-85.70%,22,-29,8.5,"1,083.15",0.357417322,0.04082392,"1,195,000",0.087352138,-0.143369176,"1,017.96",0.070179891,-0.081405015,"$1,200K",-14.90%,-44.20%,,,,13,44.40%,-23.50%,1,0.625,0.625,0.225,"41,884",8,7,0.6,90,,,,-1,1,0.857142857,0.107142857,0.038961039
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2019,5/31/2019,All Residential,"San Francisco, CA - Bret Harte",Neighborhood,FALSE,California,CA,118713,Value,14,0,0.272727273,1.010687868,-6.00%,-10.30%,5,-54.50%,-16.70%,5,-16.70%,400.00%,98,47.5,72.5,624.3231987,0.008321436,-0.137645363,"850,000",0.172413793,0.063230971,665.2126499,0.001103976,-0.056712052,$833K,-0.20%,-6.90%,,,,7,16.70%,-12.50%,1,0.333333333,0,0,"41,884",3,0,0,90,,,,-1,1,0.6,-0.036363636,-0.233333333
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2019,5/31/2019,All Residential,"San Francisco, CA - Haight Ashbury",Neighborhood,FALSE,California,CA,1180,Value,8,-0.2,0.142857143,1.08526058,3.40%,-5.50%,8,33.30%,0.00%,,,,14.5,-6.5,3.5,939.0660966,-0.056795101,-0.039179476,"1,498,000",0,0.002006689,"1,088.44",0.011927783,-0.053550038,"$1,405K",0.00%,-18.00%,,,,7,-22.20%,0.00%,1,0.75,-0.25,-0.25,"41,884",4,3,3,90,,,,-1,1,0.75,0.25,-0.125
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2019,5/31/2019,All Residential,"San Francisco, CA - Diamond Heights",Neighborhood,FALSE,California,CA,693,Value,17,0.214285714,-0.291666667,1.031754803,-1.00%,-5.30%,11,175.00%,0.00%,4,0.00%,-55.60%,29,4.5,18,931.6935107,-0.011730115,0.245957529,"787,000",0.179910045,-0.068087626,864.4380267,-0.07110681,-0.040797377,$660K,-38.70%,-24.60%,,,,14,40.00%,-36.40%,1,0.5,-0.166666667,-0.1,"41,884",4,0.333333333,-0.2,90,,,,-1,1,0.454545455,-0.045454545,-0.272727273
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2019,5/31/2019,All Residential,"San Francisco, CA - South Beach",Neighborhood,FALSE,California,CA,2560,Value,294,0.065217391,0.143968872,1.01264371,0.00%,-0.60%,150,16.30%,10.30%,107,0.00%,-3.60%,28,-3.5,0,"1,320.13",0.023197673,0.079991971,"1,397,000",0.078764479,0.165137615,"1,226.06",0.026369296,0.030439239,"$1,175K",2.20%,-2.10%,,,,196,4.80%,4.30%,1,0.461538462,0.044871795,0.086538462,"41,884",52,0.083333333,0.3,90,,,,-1,1,0.386666667,0.006821705,-0.087785888
San Francisco,4/5/2020 14:45,,"San Francisco, CA",4/1/2019,6/30/2019,All Residential,"San Francisco, CA - Laguna Honda",Neighborhood,FALSE,California,CA,116577,Value,6,-0.25,2,1.124566087,5.60%,-8.20%,7,-12.50%,40.00%,1,0.00%,,12,-1.5,-1,857.0161214,0.055943658,0.112705443,"1,556,500",-0.157053886,-0.190377113,941.8960245,0.053134634,-0.021987329,"$1,625K",-13.00%,-13.30%,,,,4,-33.30%,100.00%,1,1,0,,"41,884",1,0,,90,,,,-1,1,0.714285714,0.089285714,-0.285714286
San Francisco,4/5/2020 14:45,,"San Francisco, CA",4/1/2019,6/30/2019,All Residential,"San Francisco, CA - Candlestick Point State Recreation Area",Neighborhood,FALSE,California,CA,115516,Value,15,0.153846154,0.153846154,1.024564659,-1.10%,-8.10%,8,-27.30%,0.00%,5,25.00%,150.00%,43.5,5.5,31.5,664.3598616,0.034348744,0.099721893,"778,000",-0.012690355,-0.023839398,725.3384913,0.047517653,0.041804231,$788K,-1.60%,-6.50%,,,,11,10.00%,37.50%,1,0.5,0.25,-0.166666667,"41,884",2,-0.5,-0.333333333,90,,,,-1,1,0.625,-0.102272727,-0.25
San Francisco,4/5/2020 14:45,,"San Francisco, CA",4/1/2019,6/30/2019,All Residential,"San Francisco, CA - Western South of Market",Neighborhood,FALSE,California,CA,547156,Value,68,-0.105263158,-0.105263158,1.038358048,0.50%,-2.30%,47,-4.10%,0.00%,16,-30.40%,-15.80%,20.5,0.5,-4.5,"1,019.94",0.016328622,0.005633476,"1,092,500",-0.002283105,0.215915415,"1,122.46",0.056061496,0.05180031,"$1,050K",4.50%,13.60%,,,,54,-3.60%,-3.60%,1,0.333333333,-0.095238095,0.025641026,"41,884",15,0.071428571,0.153846154,90,,,,-1,1,0.595744681,-0.016500217,-0.085106383
San Francisco,4/5/2020 14:45,,"San Francisco, CA",5/1/2019,7/31/2019,All Residential,"San Francisco, CA - Clarendon Heights",Neighborhood,FALSE,California,CA,526,Value,17,0.307692308,0.7,1.19103862,4.40%,9.00%,9,12.50%,12.50%,5,66.70%,0.00%,13,-1,-12,949.4636964,0.031653176,0.032838973,"1,447,000",0,-0.002068966,966.9621273,0,0.043319612,"$1,903K",2.90%,8.60%,,,,14,40.00%,100.00%,1,0.333333333,0,0.333333333,"41,884",3,0,2,90,,,,-1,1,0.888888889,0.013888889,0.263888889
San Francisco,4/5/2020 14:45,,"San Francisco, CA",6/1/2019,8/31/2019,All Residential,"San Francisco, CA - Oceanview",Neighborhood,FALSE,California,CA,1999,Value,20,0,-0.047619048,1.211858662,1.00%,-2.10%,14,-17.60%,55.60%,8,60.00%,-20.00%,14,-1,-3.5,737.7307275,0.110292137,0.156331786,"969,500",0.021601686,0.057316477,796.9303424,0.02713563,-0.021843107,"$1,160K",0.90%,-3.30%,,,,14,-17.60%,0.00%,1,0,-0.5,0,"41,884",2,-0.5,1,90,,,,-1,1,1,0,0.111111111
San Francisco,4/5/2020 14:45,,"San Francisco, CA",8/1/2019,10/31/2019,All Residential,"San Francisco, CA - Polk Gulch",Neighborhood,FALSE,California,CA,111228,Value,20,0.111111111,-0.2,1.054800269,7.80%,-4.50%,7,40.00%,-30.00%,6,-45.50%,-66.70%,20.5,-24.5,6.5,"1,289.64",0.019079025,0.189075637,"1,575,000",0.026058632,0.340425532,"1,428.57",0.292698413,0.153799392,"$1,550K",16.70%,-2.40%,,,,15,7.10%,-28.60%,1,0.428571429,-0.571428571,,"41,884",7,2.5,,90,,,,-1,1,0.857142857,0.457142857,0.057142857
San Francisco,4/5/2020 14:45,,"San Francisco, CA",8/1/2019,10/31/2019,All Residential,"San Francisco, CA - Mission Dolores",Neighborhood,FALSE,California,CA,1729,Value,34,0.307692308,0.096774194,1.130938861,3.10%,1.00%,14,-6.70%,-36.40%,15,36.40%,114.30%,14.5,-11.5,-7,"1,048.78",-0.02494533,-0.012002623,"1,397,000",-0.033217993,0.216898955,"1,200.65",0.133405033,-0.057068802,"$1,818K",8.20%,39.70%,,,,28,40.00%,21.70%,1,0.625,-0.375,0.125,"41,884",8,0.6,0,90,,,,-1,1,0.714285714,-0.019047619,-0.058441558
San Francisco,4/5/2020 14:45,,"San Francisco, CA",9/1/2019,11/30/2019,All Residential,"San Francisco, CA - West Portal",Neighborhood,FALSE,California,CA,3033,Value,9,0,-0.357142857,1.151091352,0.30%,8.00%,8,33.30%,-20.00%,1,-50.00%,-75.00%,24,-6,6,702.1276596,0.004502505,-0.177167983,"1,495,000",0,-0.119033589,946.2990515,0.046743724,0.171451066,"$1,748K",-10.30%,-9.50%,,,,7,-12.50%,-41.70%,1,0.5,0.3,0.5,"41,884",2,-0.6,1,90,,,,-1,1,0.875,0.041666667,0.075
San Francisco,4/5/2020 14:45,,"San Francisco, CA",9/1/2019,11/30/2019,All Residential,"San Francisco, CA - Portola",Neighborhood,FALSE,California,CA,2185,Value,24,-0.111111111,0.2,1.079046392,-0.50%,-5.90%,16,-5.90%,33.30%,7,-22.20%,40.00%,20,1,-6,638.7568556,-0.069690584,-0.159530453,"1,116,500",-0.069583333,0.241935484,781.6862088,0.014066552,0.032403942,"$1,333K",6.50%,22.40%,,,,18,-5.30%,5.90%,1,0.142857143,-0.607142857,-0.107142857,"41,884",7,0.75,0.75,90,,,,-1,1,0.6875,-0.018382353,-0.0625
San Francisco,4/5/2020 14:45,,"San Francisco, CA",9/1/2019,11/30/2019,All Residential,"San Francisco, CA - Potrero Hill",Neighborhood,FALSE,California,CA,2190,Value,60,0.016949153,0.132075472,1.05888012,-1.50%,-0.90%,32,18.50%,0.00%,16,-36.00%,-5.90%,20,-2.5,-2,"1,002.51",0.055395162,0.080671526,"1,297,500",0.001930502,-0.132107023,"1,065.85",0.052555591,0.03887347,"$1,468K",4.80%,0.90%,,,,52,4.00%,18.20%,1,0.214285714,-0.052380952,0.089285714,"41,884",14,-0.066666667,0.75,90,,,,-1,1,0.6875,-0.016203704,0.09375
San Francisco,4/5/2020 14:45,,"San Francisco, CA",10/1/2019,12/31/2019,All Residential,"San Francisco, CA - Fairmount",Neighborhood,FALSE,California,CA,113046,Value,14,-0.222222222,-0.263157895,1.068286744,-9.00%,-3.80%,9,28.60%,-30.80%,2,-66.70%,-33.30%,35,0,22,787.9684418,-0.201187056,-0.209986074,"2,227,000",0.126454224,0.489632107,"1,155.84",-0.010261415,0.049633435,"$1,850K",0.00%,4.20%,,,,8,-50.00%,-42.90%,1,0,-0.4,-0.5,"41,884",4,-0.2,1,90,,,,-1,1,0.666666667,-0.047619048,-0.179487179
San Francisco,4/5/2020 14:45,,"San Francisco, CA",10/1/2019,12/31/2019,All Residential,"San Francisco, CA - Northeast San Francisco",Neighborhood,FALSE,California,CA,119055,Value,257,-0.137583893,-0.157377049,1.021259504,-1.00%,-0.10%,131,11.00%,-4.40%,83,-34.10%,-15.30%,39,2,-1,"1,176.78",0.030229875,0.004800312,"1,312,500",-0.055075594,0.011560694,"1,131.82",-0.024610387,0.041782452,"$1,295K",-0.50%,3.60%,,,,112,-46.90%,-16.40%,1,0.117647059,0.004439512,0.061043285,"41,884",34,-0.358490566,-0.358490566,90,,,,-1,1,0.465648855,-0.06824945,0.01309411
San Francisco,4/5/2020 14:45,,"San Francisco, CA",11/1/2019,1/31/2020,All Residential,"San Francisco, CA - Duboce Triangle",Neighborhood,FALSE,California,CA,773,Value,16,-0.238095238,1,1.088937387,-0.20%,5.80%,12,-20.00%,300.00%,6,0.00%,100.00%,35.5,13,-4.5,980.2211822,0.083922164,0.479690669,"1,172,000",-0.264742785,0.173173173,"1,191.11",0.080591935,0.398238567,"$1,613K",-1.40%,-28.30%,,,,8,-33.30%,60.00%,1,0.5,0.25,-0.5,"41,884",2,-0.5,1,90,,,,-1,1,0.583333333,-0.15,-0.083333333
San Francisco,4/5/2020 14:45,,"San Francisco, CA",11/1/2019,1/31/2020,All Residential,"San Francisco, CA - Bayview",Neighborhood,FALSE,California,CA,154,Value,18,-0.217391304,-0.4,1.074666861,-0.20%,-0.20%,13,-23.50%,-7.10%,6,50.00%,-53.80%,15,-18,-23.5,481.4305365,-0.205638364,-0.162566209,"1,059,000",0.178631052,0.232828871,633.6996337,0,0.04019554,$990K,0.00%,11.70%,,,,11,-8.30%,-35.30%,1,0.666666667,0.166666667,0.166666667,"41,884",3,-0.25,0.5,90,,,,-1,1,0.769230769,0.004524887,0.197802198
San Francisco,4/5/2020 14:45,,"San Francisco, CA",11/1/2019,1/31/2020,All Residential,"San Francisco, CA - Noe Valley",Neighborhood,FALSE,California,CA,1838,Value,76,-0.302752294,-0.025641026,1.072650154,-0.90%,2.10%,64,-17.90%,42.20%,20,11.10%,-37.50%,30,10,2,"1,096.35",-0.010313569,-0.019032988,"2,071,000",0.038095238,0.294375,"1,126.64",-0.059889763,-0.0215642,"$1,703K",-6.70%,-15.30%,,,,39,-27.80%,-17.00%,1,0.555555556,0.388888889,0,"41,884",9,-0.625,0,90,,,,-1,1,0.703125,-0.027644231,0.103125
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2019,2/29/2020,All Residential,"San Francisco, CA - Midtown Terrace",Neighborhood,FALSE,California,CA,1705,Value,10,0.111111111,1,1.161286454,7.20%,-9.50%,6,50.00%,500.00%,5,150.00%,,11,-5.5,,862.6284478,-0.091492056,0.034749709,"1,695,000",0,0.359262229,"1,044.88",0.008747029,0.067452822,"$1,990K",22.20%,59.20%,,,,10,42.90%,150.00%,1,1,0,0.25,"41,884",2,0,-0.5,90,,,,-1,1,0.833333333,0.083333333,-0.166666667
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2019,2/29/2020,All Residential,"San Francisco, CA - Cathedral Hill",Neighborhood,FALSE,California,CA,402,Value,26,0.083333333,-0.037037037,1.029505431,2.00%,2.20%,17,0.00%,30.80%,6,100.00%,-53.80%,58,0,-10,940.233924,0,0.128280709,"1,212,500",0.419789227,0.865384615,939.2655367,0.008570567,-0.016902072,$927K,6.50%,26.60%,,,,14,40.00%,27.30%,1,0.5,-0.1,0.1,"41,884",4,-0.2,-0.2,90,,,,-1,1,0.588235294,0.058823529,0.20361991
San Francisco,4/5/2020 14:45,,"San Francisco, CA",1/1/2012,3/31/2012,All Residential,"San Francisco, CA - Central South of Market",Neighborhood,FALSE,California,CA,555945,Value,22,0.571428571,-0.24137931,1.03152872,1.00%,1.90%,7,-22.20%,-22.20%,10,25.00%,-16.70%,10,-10,-14,631.1305011,-0.040559287,0.10272245,"649,000",-0.009160305,0.236190476,641.025641,-0.031505251,0.201923077,$525K,-3.70%,22.40%,,,,17,88.90%,-10.50%,1,1,0.333333333,0,"41,884",6,1,2,90,,,,-1,1,0.571428571,-0.095238095,0.126984127
San Francisco,4/5/2020 14:45,,"San Francisco, CA",1/1/2012,3/31/2012,All Residential,"San Francisco, CA - Polk Gulch",Neighborhood,FALSE,California,CA,111228,Value,24,0.142857143,0.333333333,1.016388582,1.00%,4.00%,8,60.00%,60.00%,10,-16.70%,11.10%,10,-1,-94,718.9733466,0.036473256,0.023253138,"729,000",0.002751032,0.123266564,670.3967447,-0.157853994,0.204756778,$621K,-5.80%,-9.40%,,,,15,15.40%,36.40%,1,0.25,-0.416666667,0.25,"41,884",4,-0.333333333,0.333333333,90,,,,-1,1,0.375,0.175,0.175
San Francisco,4/5/2020 14:45,,"San Francisco, CA",1/1/2012,3/31/2012,All Residential,"San Francisco, CA - Miraloma Park",Neighborhood,FALSE,California,CA,1719,Value,17,0,-0.346153846,0.982023804,0.40%,-1.20%,12,-36.80%,9.10%,5,-37.50%,-58.30%,67.5,13.5,48.5,492.9056138,0.037057969,0.006709696,"834,000",-0.071269488,0.2,483.9195656,-0.040516892,-0.004508322,$773K,12.00%,8.00%,,,,10,42.90%,-47.40%,1,0.6,0.6,0.6,"41,884",5,4,-0.166666667,90,,,,-1,1,0.083333333,-0.074561404,-0.462121212
San Francisco,4/5/2020 14:45,,"San Francisco, CA",1/1/2012,3/31/2012,All Residential,"San Francisco, CA - Nob Hill",Neighborhood,FALSE,California,CA,1836,Value,47,0.02173913,-0.12962963,0.976904072,2.40%,2.70%,16,14.30%,0.00%,15,-28.60%,-46.40%,68.5,24,-42,677.5812579,0.080584308,0.027773414,"979,000",0.026205451,0.273081925,644.5852535,-0.040620989,0.011877228,$701K,0.00%,-21.20%,,,,30,36.40%,-3.20%,1,0.461538462,0.061538462,0.061538462,"41,884",13,1.6,1.6,90,,,,-1,1,0.3125,0.241071429,0.25
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2012,5/31/2012,All Residential,"San Francisco, CA - Crocker Amazon",Neighborhood,FALSE,California,CA,641,Value,24,0.090909091,-0.489361702,0.992960901,-1.90%,3.10%,16,14.30%,23.10%,6,20.00%,-75.00%,43,-3.5,-33,362.6760563,-0.084292545,-0.120488535,"484,475",-0.016244479,-0.124706414,402.4793388,0.141879526,0.184656167,$503K,0.40%,5.90%,,,,14,40.00%,-30.00%,1,0.5,0.166666667,0.333333333,"41,884",6,1,0,90,,,,-1,1,0.375,-0.196428571,-0.009615385
San Francisco,4/5/2020 14:45,,"San Francisco, CA",4/1/2012,6/30/2012,All Residential,"San Francisco, CA - University Mound",Neighborhood,FALSE,California,CA,111230,Value,16,0.066666667,-0.36,1.056168095,1.30%,6.50%,12,20.00%,71.40%,5,25.00%,-66.70%,14.5,0.5,-32.5,336.9226915,0.000268073,-0.194995426,"544,450",-0.026028623,-0.032088889,386.5474263,0.082877214,-0.112873657,$608K,3.40%,26.70%,,,,10,-9.10%,-16.70%,1,0.5,-0.166666667,0,"41,884",2,-0.666666667,0,90,,,,-1,1,0.666666667,0.066666667,0.238095238
San Francisco,4/5/2020 14:45,,"San Francisco, CA",6/1/2012,8/31/2012,All Residential,"San Francisco, CA - Presidio Heights",Neighborhood,FALSE,California,CA,2197,Value,23,-0.206896552,0,1.041663933,1.70%,7.10%,13,-27.80%,18.20%,11,-8.30%,57.10%,14,-3,-37,925.7850171,0.024464669,0.038192748,"3,495,000",0,0.889189189,780.9949501,0.021243873,0.172424875,"$2,900K",19.60%,114.80%,,,,11,-47.60%,0.00%,1,0,-0.5,-0.333333333,"41,884",1,-0.5,-0.666666667,90,,,,-1,1,0.461538462,0.128205128,0.461538462
San Francisco,4/5/2020 14:45,,"San Francisco, CA",6/1/2012,8/31/2012,All Residential,"San Francisco, CA - Sutro Heights",Neighborhood,FALSE,California,CA,117803,Value,4,-0.333333333,-0.666666667,0.977352941,-4.70%,-0.50%,4,-20.00%,-20.00%,,,,59.5,41.5,-14.5,482.310251,-0.0288931,0.090780895,"1,222,500",0.438235294,0.652027027,438.0301255,-0.060557631,0.091440493,"$1,183K",60.90%,58.90%,,,,2,-33.30%,-60.00%,1,,,,"41,884",,,,90,,,,-1,1,0,-0.4,-0.4
San Francisco,4/5/2020 14:45,,"San Francisco, CA",7/1/2012,9/30/2012,All Residential,"San Francisco, CA - Western Addition",Neighborhood,FALSE,California,CA,2989,Value,43,-0.104166667,-0.14,1.014413591,1.60%,3.70%,36,0.00%,63.60%,16,33.30%,-30.40%,14.5,-16.5,-69,480.2884615,0.231884909,-0.006637171,"735,000",0.097014925,0.141304348,336.9905956,-0.145457111,-0.230067568,$438K,-28.20%,-23.10%,,,,33,-5.70%,17.90%,1,0.6,-0.066666667,0.314285714,"41,884",10,0.666666667,0.428571429,90,,,,-1,1,0.583333333,0.055555556,0.401515152
San Francisco,4/5/2020 14:45,,"San Francisco, CA",7/1/2012,9/30/2012,All Residential,"San Francisco, CA - Lower Haight",Neighborhood,FALSE,California,CA,1570,Value,14,-0.125,-0.44,1.003289603,0.40%,2.10%,11,-31.30%,-15.40%,3,-25.00%,-66.70%,13,-1,-19,438.4670856,-0.098125481,-0.21696897,"864,000",0.048543689,0.08135169,522.2437137,-0.02787266,-0.000193424,$875K,24.60%,18.20%,,,,8,-20.00%,-38.50%,1,1,0,0,"41,884",2,1,-0.333333333,90,,,,-1,1,0.636363636,0.011363636,0.328671329
San Francisco,4/5/2020 14:45,,"San Francisco, CA",7/1/2012,9/30/2012,All Residential,"San Francisco, CA - Tenderloin",Neighborhood,FALSE,California,CA,2702,Value,15,-0.117647059,-0.4,1.032954053,0.80%,5.10%,11,22.20%,57.10%,6,50.00%,-45.50%,13.5,4,-39.5,610.4651163,0,0.197893813,"353,500",-0.212694878,-0.212694878,603.9161125,0.046787928,0.105345848,$380K,26.70%,-17.20%,,,,6,-14.30%,-40.00%,1,0.5,-0.5,0.166666667,"41,884",2,1,-0.333333333,90,,,,-1,1,0.545454545,-0.01010101,0.402597403
San Francisco,4/5/2020 14:45,,"San Francisco, CA",8/1/2012,10/31/2012,All Residential,"San Francisco, CA - Russian Hill",Neighborhood,FALSE,California,CA,2352,Value,57,0,-0.321428571,1.0022486,1.40%,3.60%,39,2.60%,69.60%,20,25.00%,-45.90%,19,-3,-32,797.4178849,0.01133539,0.077213634,"1,399,000",0.489882854,0.437082691,826.1615111,0.027542721,0.099380487,"$1,100K",-12.30%,40.70%,,,,43,22.90%,-6.50%,1,0.444444444,-0.247863248,0.267973856,"41,884",9,-0.307692308,-0.470588235,90,,,,-1,1,0.358974359,0.016869096,0.272017837
San Francisco,4/5/2020 14:45,,"San Francisco, CA",9/1/2012,11/30/2012,All Residential,"San Francisco, CA - Lone Mountain",Neighborhood,FALSE,California,CA,1559,Value,13,0,-0.235294118,1.03954143,-0.40%,3.80%,9,50.00%,50.00%,,,,19,-34.5,-8,557.5356415,0.058541554,-0.03437126,"1,095,000",-0.001823154,0.423927178,602.9030914,-0.028183561,0.312107517,"$1,070K",0.40%,44.30%,,,,9,-10.00%,-18.20%,1,0,-0.5,0,"41,884",1,-0.875,0,90,,,,-1,1,0.555555556,0.222222222,0.055555556
San Francisco,4/5/2020 14:45,,"San Francisco, CA",9/1/2012,11/30/2012,All Residential,"San Francisco, CA - Russian Hill",Neighborhood,FALSE,California,CA,2352,Value,53,-0.070175439,-0.253521127,1.005565212,0.30%,3.20%,34,-12.80%,0.00%,18,-10.00%,-41.90%,15.5,-3.5,-18.5,792.5468504,-0.006108509,0.037385233,"1,449,000",0.035739814,0.52687039,887.5739645,0.074334682,0.149461413,"$1,153K",4.80%,28.40%,,,,43,0.00%,4.90%,1,0.666666667,0.222222222,0.466666667,"41,884",9,0,0.8,90,,,,-1,1,0.382352941,0.023378582,0.205882353
San Francisco,4/5/2020 14:45,,"San Francisco, CA",9/1/2012,11/30/2012,All Residential,"San Francisco, CA - Mission Bay",Neighborhood,FALSE,California,CA,1724,Value,40,-0.047619048,0.025641026,0.999928009,-0.30%,0.10%,27,-35.70%,92.90%,10,-23.10%,-37.50%,29,-1,16,764.1850618,0.00711027,0.243323032,"928,000",0.032258065,0.586324786,702.5278307,0.024539742,0.45189085,$810K,2.30%,103.80%,,,,29,7.40%,38.10%,1,0.2,-0.383333333,0,"41,884",5,-0.583333333,0,90,,,,-1,1,0.296296296,0.010582011,0.082010582
San Francisco,4/5/2020 14:45,,"San Francisco, CA",10/1/2012,12/31/2012,All Residential,"San Francisco, CA - Mission Bay",Neighborhood,FALSE,California,CA,1724,Value,35,-0.125,-0.054054054,1.006342281,0.60%,0.50%,23,-14.80%,35.30%,4,-60.00%,-75.00%,28,-1,8,781.25,0.022330897,0.430384081,"928,000",0,0.826771654,745.3416149,0.060942474,0.250030403,$794K,-2.00%,44.40%,,,,23,-20.70%,35.30%,1,0.7,0.5,0.2,"41,884",10,1,4,90,,,,-1,1,0.434782609,0.138486312,0.081841432
San Francisco,4/5/2020 14:45,,"San Francisco, CA",10/1/2012,12/31/2012,All Residential,"San Francisco, CA - Noe Valley",Neighborhood,FALSE,California,CA,1838,Value,94,-0.182608696,-0.020833333,1.054713897,-0.40%,4.10%,80,9.60%,25.00%,13,-51.90%,-48.00%,15,-1,-6,720,0.055521056,0.144895408,"1,197,000",-0.041633307,0.197598799,732.8888889,0.047946871,0.195854048,"$1,320K",1.90%,22.30%,,,,48,-47.80%,14.30%,1,0.272727273,-0.127272727,0.12987013,"41,884",11,-0.56,-0.214285714,90,,,,-1,1,0.6,-0.016438356,0.225
San Francisco,4/5/2020 14:45,,"San Francisco, CA",10/1/2012,12/31/2012,All Residential,"San Francisco, CA - Lakeshore Acres",Neighborhood,FALSE,California,CA,555982,Value,8,-0.111111111,1,1.04117638,3.20%,4.10%,7,16.70%,75.00%,1,-50.00%,0.00%,16,1,-2,543.4628975,0.037870653,0.118722976,"825,000",0.032540676,0.080550098,489.4471928,0.124552936,-0.115259307,$800K,2.60%,-1.30%,,,,5,-28.60%,150.00%,1,1,0.5,0,"41,884",1,-0.5,0,90,,,,-1,1,0.571428571,0.238095238,0.071428571
